Temperature,Humidity,WindSpeed,Pressure,Precipitation,CloudCover,DewPoint,SolarRadiation,Visibility,UVIndex,AQI,CO,NO2,SO2,O3,Month,NextDayTemperature,NextDayWeatherCondition
16.60806762019481,39.580827519496445,5.655934303086642,1008.4780685402725,38.69474041294726,50.36445550786417,12.14144152382365,700.6744895033578,7.5579538460286875,7,30,0.6000191139970248,0.24452372097197203,0.02126108402040173,0.14382287523504475,10,31.482237245179515,Rainy
21.959675280730377,77.42031909828945,7.107771639985964,1011.207142376621,13.328645425737196,75.75920470527842,19.758117596967388,657.9247104007686,9.614152839286913,5,240,1.2317284222919482,0.29489803649726976,0.09239831808385446,0.05836813277014129,5,22.494844677887063,Cloudy
18.127493226534895,69.22530452521111,13.982550895374592,997.2914062907598,37.70420628904113,17.093707433335215,14.383061860255575,358.81636800601046,4.070784318711672,8,115,0.8331880771907434,0.18241756424206956,0.07506037332955877,0.0542241629044829,2,24.531993229292148,Rainy
31.42809428146315,75.47912713926294,3.696418625844551,1002.8886281876148,15.854632404364366,60.59278216428082,15.271570864608218,468.7395011863718,9.95446424487967,8,48,1.9576017819282983,0.24640922562467069,0.09422931156077118,0.19476675503535043,10,44.75019130128969,Sunny
27.09617989676736,43.321079179272495,0.2994552915137816,1013.1463672715627,13.475735030485897,63.56181210102635,7.252627814212177,669.9781632382881,8.41517576852954,2,60,1.9813473626830145,0.16545766147502897,0.06762526754325385,0.16878402862458863,7,22.7055364112631,Cloudy
24.51052777547638,79.06524038019731,11.013554883882392,1015.9414274663417,29.835136928502624,95.20432351678737,5.1997638734087985,745.416878531858,9.54220248331977,7,39,1.8960891841926273,0.16942776661338774,0.05487702021142127,0.05077744341140554,2,14.997549262168132,Cloudy
10.86494241663927,80.43202824457568,14.297853803847785,1022.2807715810852,41.50282341965137,21.129774577416317,17.44851025567005,980.2508408389376,7.819261725341763,1,232,1.7322778158606817,0.29048060870093984,0.03135158014166602,0.11991953749758999,3,21.223873062521676,Rainy
29.97103340343907,32.239735232558225,4.958157758523061,998.6887983489142,8.476646632828515,57.225413776182734,18.84673696135359,494.88637403671083,7.7140712215861305,0,79,0.3636004235653969,0.1310462076168857,0.013027181516844302,0.07141000302999574,1,14.962779170245536,Cloudy
25.293623183424053,77.45755192208094,14.58314791297877,1030.6640075583646,0.9407082675450651,46.85211787665735,19.49487062138443,767.4242752356754,8.779691885727512,10,245,0.729865575525793,0.18511748117781612,0.08039177803086102,0.026057274998674145,7,26.657862639706543,Sunny
15.21281472012611,33.48418472955482,11.126620795235544,1012.7627305168312,22.53234095763128,88.15708861797168,14.147089478503462,336.91630986670964,2.5411180695872604,4,262,1.448853897382617,0.1427268133965749,0.09970744249239175,0.1646810939601861,6,6.680782145537956,Cold
22.04734439127416,30.166265178964697,14.946268872919715,1013.3865450889538,34.247644512628625,93.92521438384232,16.684637232694726,832.0129013901862,3.481678550767411,0,250,0.4651828792984307,0.10077671032077301,0.03141734422064412,0.0772607250318194,12,18.634887908139255,Rainy
31.588590527060557,39.098452029114,14.764395009971027,1027.4213844034189,33.75037690752791,83.01160103953823,16.552097501200947,490.77843118536265,7.726927123335488,1,1,1.9416674123561681,0.19454498280613425,0.08175752648697078,0.18788406196299617,12,21.465234168956368,Rainy
18.16037924089379,82.01861689281688,19.60756747161999,1006.0802319578338,9.151647979726624,61.847625478206595,9.015368210265398,427.9860768288776,5.088837550062465,0,54,1.2953421977805313,0.19209775257622538,0.08303419078404818,0.09093130734774388,4,15.779895537404958,Cloudy
14.962839450767111,65.62270295751286,13.813591768397018,1022.2528525651745,37.89986192848086,14.073217627321366,12.715164362148311,247.31411834073808,4.005075946304413,1,127,0.28161755435404734,0.21523815065908591,0.014719750552870284,0.06147036684465326,7,41.63943223269338,Rainy
